OBJECT_NAME,NORAD_CAT_ID,COUNTRY,LAUNCH,LAUNCH_YEAR,SITE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,OBJECT_ID,ORBIT_TYPE
STARLINK-34345,64153.0,US,2025-05-27,2025.0,AFWTR,95.64,97.58,551.0,548.0,LARGE,2025-112H,LEO
STARLINK-33945,64154.0,US,2025-05-27,2025.0,AFWTR,95.64,97.58,550.0,549.0,LARGE,2025-112J,LEO
STARLINK-34346,64155.0,US,2025-05-27,2025.0,AFWTR,95.64,97.58,550.0,549.0,LARGE,2025-112K,LEO
STARLINK-34277,64156.0,US,2025-05-27,2025.0,AFWTR,95.64,97.58,551.0,548.0,LARGE,2025-112L,LEO
STARLINK-34339,64160.0,US,2025-05-27,2025.0,AFWTR,95.69,97.58,555.0,549.0,LARGE,2025-112Q,LEO
STARLINK-34341,64161.0,US,2025-05-27,2025.0,AFWTR,95.64,97.58,551.0,548.0,LARGE,2025-112R,LEO
STARLINK-34340,64163.0,US,2025-05-27,2025.0,AFWTR,95.64,97.58,551.0,548.0,LARGE,2025-112T,LEO
STARLINK-34263,64164.0,US,2025-05-27,2025.0,AFWTR,95.64,97.58,551.0,548.0,LARGE,2025-112U,LEO
STARLINK-33793,64165.0,US,2025-05-27,2025.0,AFWTR,95.64,97.58,551.0,548.0,LARGE,2025-112V,LEO
STARLINK-34313,64166.0,US,2025-05-27,2025.0,AFWTR,95.64,97.58,550.0,549.0,LARGE,2025-112W,LEO
STARLINK-34175,64169.0,US,2025-05-27,2025.0,AFWTR,95.64,97.59,551.0,548.0,LARGE,2025-112Z,LEO
STARLINK-11727,64123.0,US,2025-05-24,2025.0,AFETR,91.66,43.0,358.0,354.0,LARGE,2025-111A,LEO
STARLINK-11724,64124.0,US,2025-05-24,2025.0,AFETR,91.67,43.0,358.0,355.0,LARGE,2025-111B,LEO
STARLINK-11722,64128.0,US,2025-05-24,2025.0,AFETR,91.67,43.0,358.0,355.0,LARGE,2025-111F,LEO
STARLINK-11679,64129.0,US,2025-05-24,2025.0,AFETR,91.67,43.0,359.0,354.0,LARGE,2025-111G,LEO
STARLINK-11735,64130.0,US,2025-05-24,2025.0,AFETR,91.66,43.0,359.0,353.0,LARGE,2025-111H,LEO
STARLINK-11720,64131.0,US,2025-05-24,2025.0,AFETR,91.67,43.0,357.0,356.0,LARGE,2025-111J,LEO
STARLINK-11718,64132.0,US,2025-05-24,2025.0,AFETR,91.67,43.0,357.0,356.0,LARGE,2025-111K,LEO
STARLINK-11716,64133.0,US,2025-05-24,2025.0,AFETR,91.67,43.0,357.0,355.0,LARGE,2025-111L,LEO
STARLINK-11714,64134.0,US,2025-05-24,2025.0,AFETR,91.66,43.0,357.0,355.0,LARGE,2025-111M,LEO
STARLINK-11712,64135.0,US,2025-05-24,2025.0,AFETR,91.66,43.0,358.0,354.0,LARGE,2025-111N,LEO
STARLINK-34230,64137.0,US,2025-05-24,2025.0,AFETR,92.51,42.99,410.0,385.0,LARGE,2025-111Q,LEO
STARLINK-34149,64140.0,US,2025-05-24,2025.0,AFETR,94.27,42.99,483.0,483.0,LARGE,2025-111T,LEO
STARLINK-34133,64143.0,US,2025-05-24,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-111W,LEO
STARLINK-34186,64145.0,US,2025-05-24,2025.0,AFETR,94.27,43.0,484.0,483.0,LARGE,2025-111Y,LEO
STARLINK-11725,64125.0,US,2025-05-24,2025.0,AFETR,91.67,43.0,357.0,356.0,LARGE,2025-111C,LEO
STARLINK-11717,64126.0,US,2025-05-24,2025.0,AFETR,91.67,43.0,357.0,356.0,LARGE,2025-111D,LEO
STARLINK-11721,64127.0,US,2025-05-24,2025.0,AFETR,91.67,43.0,358.0,355.0,LARGE,2025-111E,LEO
STARLINK-34129,64138.0,US,2025-05-24,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-111R,LEO
STARLINK-34181,64144.0,US,2025-05-24,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-111X,LEO
STARLINK-34254,64136.0,US,2025-05-24,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-111P,LEO
STARLINK-34212,64139.0,US,2025-05-24,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-111S,LEO
STARLINK-34054,64141.0,US,2025-05-24,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-111U,LEO
STARLINK-34195,64142.0,US,2025-05-24,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-111V,LEO
STARLINK-33991,64122.0,US,2025-05-23,2025.0,AFWTR,94.11,53.16,476.0,474.0,LARGE,2025-110AC,LEO
COSMOS 2588,64095.0,CIS,2025-05-23,2025.0,PKMTR,94.23,72.97,490.0,473.0,LARGE,2025-109A,LEO
STARLINK-34146,64098.0,US,2025-05-23,2025.0,AFWTR,94.1,53.16,476.0,474.0,LARGE,2025-110C,LEO
STARLINK-34074,64099.0,US,2025-05-23,2025.0,AFWTR,94.11,53.16,476.0,474.0,LARGE,2025-110D,LEO
STARLINK-34082,64100.0,US,2025-05-23,2025.0,AFWTR,94.11,53.16,476.0,475.0,LARGE,2025-110E,LEO
STARLINK-34104,64102.0,US,2025-05-23,2025.0,AFWTR,94.11,53.16,476.0,475.0,LARGE,2025-110G,LEO
STARLINK-34176,64104.0,US,2025-05-23,2025.0,AFWTR,94.11,53.16,476.0,475.0,LARGE,2025-110J,LEO
STARLINK-33970,64106.0,US,2025-05-23,2025.0,AFWTR,94.11,53.16,476.0,474.0,LARGE,2025-110L,LEO
STARLINK-33912,64107.0,US,2025-05-23,2025.0,AFWTR,94.11,53.16,476.0,474.0,LARGE,2025-110M,LEO
STARLINK-34145,64110.0,US,2025-05-23,2025.0,AFWTR,94.11,53.16,476.0,475.0,LARGE,2025-110Q,LEO
STARLINK-34148,64111.0,US,2025-05-23,2025.0,AFWTR,94.11,53.16,476.0,474.0,LARGE,2025-110R,LEO
STARLINK-33839,64113.0,US,2025-05-23,2025.0,AFWTR,94.11,53.16,476.0,475.0,LARGE,2025-110T,LEO
STARLINK-33964,64118.0,US,2025-05-23,2025.0,AFWTR,94.11,53.16,476.0,474.0,LARGE,2025-110Y,LEO
STARLINK-34160,64119.0,US,2025-05-23,2025.0,AFWTR,94.11,53.16,476.0,474.0,LARGE,2025-110Z,LEO
STARLINK-34151,64120.0,US,2025-05-23,2025.0,AFWTR,94.11,53.16,476.0,475.0,LARGE,2025-110AA,LEO
STARLINK-34178,64096.0,US,2025-05-23,2025.0,AFWTR,94.1,53.16,476.0,475.0,LARGE,2025-110A,LEO
STARLINK-34174,64097.0,US,2025-05-23,2025.0,AFWTR,94.1,53.16,476.0,474.0,LARGE,2025-110B,LEO
STARLINK-34072,64101.0,US,2025-05-23,2025.0,AFWTR,94.1,53.16,476.0,474.0,LARGE,2025-110F,LEO
STARLINK-34179,64103.0,US,2025-05-23,2025.0,AFWTR,94.1,53.16,476.0,474.0,LARGE,2025-110H,LEO
STARLINK-33949,64105.0,US,2025-05-23,2025.0,AFWTR,94.1,53.16,476.0,475.0,LARGE,2025-110K,LEO
STARLINK-34156,64108.0,US,2025-05-23,2025.0,AFWTR,94.1,53.16,476.0,475.0,LARGE,2025-110N,LEO
STARLINK-34124,64109.0,US,2025-05-23,2025.0,AFWTR,94.1,53.16,476.0,474.0,LARGE,2025-110P,LEO
STARLINK-34136,64112.0,US,2025-05-23,2025.0,AFWTR,94.11,53.16,476.0,474.0,LARGE,2025-110S,LEO
STARLINK-34064,64114.0,US,2025-05-23,2025.0,AFWTR,94.1,53.16,476.0,474.0,LARGE,2025-110U,LEO
STARLINK-34067,64115.0,US,2025-05-23,2025.0,AFWTR,94.11,53.16,477.0,474.0,LARGE,2025-110V,LEO
STARLINK-34080,64116.0,US,2025-05-23,2025.0,AFWTR,94.11,53.16,476.0,474.0,LARGE,2025-110W,LEO
STARLINK-34122,64117.0,US,2025-05-23,2025.0,AFWTR,94.1,53.16,477.0,474.0,LARGE,2025-110X,LEO
STARLINK-34189,64121.0,US,2025-05-23,2025.0,AFWTR,94.1,53.16,476.0,474.0,LARGE,2025-110AB,LEO
STARLINK-11709,64065.0,US,2025-05-21,2025.0,AFETR,91.67,43.0,357.0,355.0,LARGE,2025-107B,LEO
STARLINK-11737,64066.0,US,2025-05-21,2025.0,AFETR,91.66,43.0,357.0,355.0,LARGE,2025-107C,LEO
STARLINK-11726,64067.0,US,2025-05-21,2025.0,AFETR,91.67,43.0,359.0,354.0,LARGE,2025-107D,LEO
STARLINK-11700,64068.0,US,2025-05-21,2025.0,AFETR,91.67,43.0,357.0,355.0,LARGE,2025-107E,LEO
STARLINK-11649,64069.0,US,2025-05-21,2025.0,AFETR,91.67,43.0,357.0,356.0,LARGE,2025-107F,LEO
STARLINK-11713,64070.0,US,2025-05-21,2025.0,AFETR,91.67,43.0,357.0,356.0,LARGE,2025-107G,LEO
STARLINK-11719,64071.0,US,2025-05-21,2025.0,AFETR,91.67,43.0,358.0,355.0,LARGE,2025-107H,LEO
STARLINK-11729,64073.0,US,2025-05-21,2025.0,AFETR,91.66,43.0,357.0,354.0,LARGE,2025-107K,LEO
STARLINK-11730,64074.0,US,2025-05-21,2025.0,AFETR,91.67,43.0,358.0,354.0,LARGE,2025-107L,LEO
STARLINK-11723,64075.0,US,2025-05-21,2025.0,AFETR,91.67,43.0,357.0,356.0,LARGE,2025-107M,LEO
STARLINK-34098,64080.0,US,2025-05-21,2025.0,AFETR,94.26,43.0,485.0,481.0,LARGE,2025-107S,LEO
STARLINK-34180,64081.0,US,2025-05-21,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-107T,LEO
STARLINK-34157,64084.0,US,2025-05-21,2025.0,AFETR,94.26,43.0,485.0,481.0,LARGE,2025-107W,LEO
STARLINK-34132,64086.0,US,2025-05-21,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-107Y,LEO
STARLINK-11741,64064.0,US,2025-05-21,2025.0,AFETR,91.67,43.0,357.0,356.0,LARGE,2025-107A,LEO
STARLINK-11733,64072.0,US,2025-05-21,2025.0,AFETR,91.67,43.0,359.0,354.0,LARGE,2025-107J,LEO
STARLINK-11715,64076.0,US,2025-05-21,2025.0,AFETR,91.67,43.0,357.0,355.0,LARGE,2025-107N,LEO
STARLINK-34201,64077.0,US,2025-05-21,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-107P,LEO
STARLINK-34171,64082.0,US,2025-05-21,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-107U,LEO
STARLINK-34190,64078.0,US,2025-05-21,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-107Q,LEO
STARLINK-34168,64079.0,US,2025-05-21,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-107R,LEO
STARLINK-34140,64085.0,US,2025-05-21,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-107X,LEO
STARLINK-34126,64083.0,US,2025-05-21,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-107V,LEO
CHINASAT 3B,64062.0,PRC,2025-05-20,2025.0,WSC,1436.13,0.04,35793.0,35782.0,LARGE,2025-106A,GEO
TIANQI 20,64061.0,PRC,2025-05-19,2025.0,YSLA,102.92,44.99,904.0,890.0,MEDIUM,2025-105D,LEO
TIANQI 17,64059.0,PRC,2025-05-19,2025.0,YSLA,102.92,44.98,904.0,889.0,MEDIUM,2025-105B,LEO
TIANQI 16,64058.0,PRC,2025-05-19,2025.0,YSLA,102.92,44.98,905.0,889.0,MEDIUM,2025-105A,LEO
TIANQI 18,64060.0,PRC,2025-05-19,2025.0,YSLA,102.92,44.98,905.0,889.0,MEDIUM,2025-105C,LEO
QPS-SAR-10 WADATSUMI-I,64055.0,JPN,2025-05-17,2025.0,RLLC,95.92,42.0,572.0,554.0,LARGE,2025-104A,LEO
STARLINK-34008,64037.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-102R,LEO
STARLINK-34184,64024.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-102C,LEO
STARLINK-34051,64022.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-102A,LEO
STARLINK-33946,64034.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-102N,LEO
STARLINK-34085,64036.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-102Q,LEO
STARLINK-34024,64031.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-102K,LEO
STARLINK-33961,64047.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-102AB,LEO
STARLINK-34111,64041.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-102V,LEO
STARLINK-34087,64023.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-102B,LEO
STARLINK-33953,64028.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-102G,LEO
STARLINK-33790,64029.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-102H,LEO
STARLINK-34096,64043.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-102X,LEO
STARLINK-33992,64026.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-102E,LEO
STARLINK-34081,64044.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-102Y,LEO
STARLINK-34088,64025.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-102D,LEO
STARLINK-33967,64027.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,573.0,571.0,LARGE,2025-102F,LEO
STARLINK-33860,64033.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,571.0,LARGE,2025-102M,LEO
STARLINK-34079,64038.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,573.0,571.0,LARGE,2025-102S,LEO
STARLINK-34089,64039.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,575.0,569.0,LARGE,2025-102T,LEO
STARLINK-34049,64042.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,573.0,571.0,LARGE,2025-102W,LEO
STARLINK-34033,64045.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,571.0,LARGE,2025-102Z,LEO
STARLINK-34030,64030.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-102J,LEO
STARLINK-34117,64040.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-102U,LEO
STARLINK-34019,64032.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-102L,LEO
STARLINK-34046,64035.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-102P,LEO
STARLINK-33952,64046.0,US,2025-05-16,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-102AA,LEO
STARLINK-34165,63997.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101D,LEO
STARLINK-34150,63998.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101E,LEO
STARLINK-34192,64014.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101W,LEO
STARLINK-34155,64019.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101AB,LEO
STARLINK-34062,64021.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101AD,LEO
STARLINK-33759,64007.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101P,LEO
STARLINK-34193,64011.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101T,LEO
STARLINK-34093,64015.0,US,2025-05-14,2025.0,AFETR,94.26,43.0,484.0,482.0,LARGE,2025-101X,LEO
STARLINK-34152,64000.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101G,LEO
STARLINK-34158,63996.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101C,LEO
STARLINK-34162,64018.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101AA,LEO
STARLINK-33927,64001.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101H,LEO
STARLINK-33931,64006.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101N,LEO
STARLINK-34077,64009.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101R,LEO
STARLINK-34161,64017.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101Z,LEO
STARLINK-34182,64013.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101V,LEO
STARLINK-34154,63995.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101B,LEO
STARLINK-34016,64016.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101Y,LEO
STARLINK-34169,63999.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101F,LEO
STARLINK-33871,63994.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101A,LEO
STARLINK-33898,64002.0,US,2025-05-14,2025.0,AFETR,94.26,43.0,484.0,482.0,LARGE,2025-101J,LEO
STARLINK-33928,64003.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,485.0,481.0,LARGE,2025-101K,LEO
STARLINK-33758,64004.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,483.0,483.0,LARGE,2025-101L,LEO
STARLINK-33936,64005.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101M,LEO
STARLINK-34163,64008.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,485.0,481.0,LARGE,2025-101Q,LEO
STARLINK-34113,64010.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,483.0,483.0,LARGE,2025-101S,LEO
STARLINK-34078,64012.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,483.0,483.0,LARGE,2025-101U,LEO
STARLINK-34141,64020.0,US,2025-05-14,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-101AC,LEO
STARLINK-33956,63927.0,US,2025-05-13,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-098B,LEO
STARLINK-33997,63928.0,US,2025-05-13,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-098C,LEO
STARLINK-33980,63930.0,US,2025-05-13,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-098E,LEO
STARLINK-33994,63931.0,US,2025-05-13,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-098F,LEO
STARLINK-33971,63932.0,US,2025-05-13,2025.0,AFWTR,96.11,70.01,574.0,570.0,LARGE,2025-098G,LEO
STARLINK-33895,63934.0,US,2025-05-13,2025.0,AFWTR,96.11,70.01,573.0,571.0,LARGE,2025-098J,LEO
STARLINK-34027,63936.0,US,2025-05-13,2025.0,AFWTR,96.11,70.0,575.0,570.0,LARGE,2025-098L,LEO
STARLINK-33988,63938.0,US,2025-05-13,2025.0,AFWTR,96.11,70.0,575.0,569.0,LARGE,2025-098N,LEO
STARLINK-34020,63939.0,US,2025-05-13,2025.0,AFWTR,96.11,70.0,575.0,569.0,LARGE,2025-098P,LEO
STARLINK-34021,63940.0,US,2025-05-13,2025.0,AFWTR,96.11,70.0,575.0,570.0,LARGE,2025-098Q,LEO
STARLINK-34004,63941.0,US,2025-05-13,2025.0,AFWTR,96.11,70.01,574.0,571.0,LARGE,2025-098R,LEO
STARLINK-34014,63942.0,US,2025-05-13,2025.0,AFWTR,96.11,70.0,575.0,570.0,LARGE,2025-098S,LEO
STARLINK-33985,63943.0,US,2025-05-13,2025.0,AFWTR,96.11,70.0,575.0,569.0,LARGE,2025-098T,LEO
STARLINK-34036,63945.0,US,2025-05-13,2025.0,AFWTR,96.1,70.01,574.0,570.0,LARGE,2025-098V,LEO
STARLINK-34039,63946.0,US,2025-05-13,2025.0,AFWTR,96.11,70.0,575.0,570.0,LARGE,2025-098W,LEO
STARLINK-33983,63948.0,US,2025-05-13,2025.0,AFWTR,96.1,70.01,573.0,571.0,LARGE,2025-098Y,LEO
STARLINK-33993,63949.0,US,2025-05-13,2025.0,AFWTR,96.11,70.0,575.0,569.0,LARGE,2025-098Z,LEO
STARLINK-33998,63951.0,US,2025-05-13,2025.0,AFWTR,96.11,70.01,574.0,571.0,LARGE,2025-098AB,LEO
STARLINK-34137,63953.0,US,2025-05-13,2025.0,AFETR,94.26,43.01,485.0,481.0,LARGE,2025-099B,LEO
STARLINK-34142,63957.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-099F,LEO
STARLINK-34144,63958.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,485.0,481.0,LARGE,2025-099G,LEO
STARLINK-34107,63960.0,US,2025-05-13,2025.0,AFETR,94.26,43.0,484.0,482.0,LARGE,2025-099J,LEO
STARLINK-34103,63962.0,US,2025-05-13,2025.0,AFETR,94.27,43.01,485.0,481.0,LARGE,2025-099L,LEO
STARLINK-33801,63963.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-099M,LEO
STARLINK-34135,63964.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-099N,LEO
STARLINK-34147,63965.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,485.0,481.0,LARGE,2025-099P,LEO
STARLINK-33960,63966.0,US,2025-05-13,2025.0,AFETR,94.27,43.01,484.0,482.0,LARGE,2025-099Q,LEO
STARLINK-34112,63969.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,484.0,483.0,LARGE,2025-099T,LEO
STARLINK-34139,63975.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-099Z,LEO
STARLINK-34105,63977.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-099AB,LEO
STARLINK-33642,63978.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-099AC,LEO
STARLINK-34045,63979.0,US,2025-05-13,2025.0,AFETR,94.27,43.01,484.0,482.0,LARGE,2025-099AD,LEO
STARLINK-33942,63974.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-099Y,LEO
STARLINK-33962,63950.0,US,2025-05-13,2025.0,AFWTR,96.11,70.0,575.0,569.0,LARGE,2025-098AA,LEO
STARLINK-34115,63972.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-099W,LEO
STARLINK-33974,63954.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-099C,LEO
STARLINK-34084,63970.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-099U,LEO
STARLINK-34153,63967.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-099R,LEO
STARLINK-34012,63926.0,US,2025-05-13,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-098A,LEO
STARLINK-33989,63929.0,US,2025-05-13,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-098D,LEO
STARLINK-33877,63933.0,US,2025-05-13,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-098H,LEO
STARLINK-34034,63947.0,US,2025-05-13,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-098X,LEO
STARLINK-34187,63956.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-099E,LEO
STARLINK-34121,63961.0,US,2025-05-13,2025.0,AFETR,94.26,43.0,485.0,481.0,LARGE,2025-099K,LEO
STARLINK-34138,63971.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-099V,LEO
STARLINK-34090,63976.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-099AA,LEO
STARLINK-34028,63973.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-099X,LEO
STARLINK-33996,63944.0,US,2025-05-13,2025.0,AFWTR,96.11,70.0,575.0,569.0,LARGE,2025-098U,LEO
STARLINK-34170,63955.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-099D,LEO
STARLINK-34099,63959.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-099H,LEO
STARLINK-34005,63935.0,US,2025-05-13,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-098K,LEO
STARLINK-34035,63937.0,US,2025-05-13,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-098M,LEO
STARLINK-34159,63952.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-099A,LEO
STARLINK-33963,63968.0,US,2025-05-13,2025.0,AFETR,94.27,43.0,484.0,482.0,LARGE,2025-099S,LEO
TJS-19,63924.0,PRC,2025-05-12,2025.0,XSC,1436.04,3.38,35791.0,35780.0,LARGE,2025-097A,GEO
YAOGAN-40 02B,63919.0,PRC,2025-05-11,2025.0,TSC,101.95,86.0,853.0,850.0,LARGE,2025-096B,LEO
YAOGAN-40 02A,63918.0,PRC,2025-05-11,2025.0,TSC,101.95,86.0,852.0,850.0,LARGE,2025-096A,LEO
YAOGAN-40 02C,63920.0,PRC,2025-05-11,2025.0,TSC,101.95,86.0,852.0,850.0,LARGE,2025-096C,LEO
STARLINK-34128,63892.0,US,2025-05-10,2025.0,AFETR,88.79,42.99,220.0,209.0,LARGE,2025-095C,LEO
STARLINK-33897,63865.0,US,2025-05-10,2025.0,AFWTR,96.11,70.0,575.0,569.0,LARGE,2025-094B,LEO
STARLINK-34003,63882.0,US,2025-05-10,2025.0,AFWTR,93.34,70.0,440.0,436.0,LARGE,2025-094U,LEO
STARLINK-33738,63889.0,US,2025-05-10,2025.0,AFWTR,96.11,70.0,575.0,569.0,LARGE,2025-094AB,LEO
STARLINK-34123,63891.0,US,2025-05-10,2025.0,AFETR,94.27,43.0,485.0,481.0,LARGE,2025-095B,LEO
STARLINK-34083,63908.0,US,2025-05-10,2025.0,AFETR,94.26,43.0,484.0,482.0,LARGE,2025-095U,LEO
STARLINK-34066,63909.0,US,2025-05-10,2025.0,AFETR,94.26,43.01,484.0,482.0,LARGE,2025-095V,LEO
STARLINK-33901,63878.0,US,2025-05-10,2025.0,AFWTR,96.11,70.0,575.0,569.0,LARGE,2025-094Q,LEO
STARLINK-34006,63869.0,US,2025-05-10,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-094F,LEO
STARLINK-33986,63870.0,US,2025-05-10,2025.0,AFWTR,96.11,70.0,574.0,570.0,LARGE,2025-094G,LEO
STARLINK-33858,63885.0,US,2025-05-10,2025.0,AFWTR,96.11,70.0,575.0,570.0,LARGE,2025-094X,LEO
